business_name,Address,Founded / Registration Date,Erloschen / Took possesion,Expiration Date
Siegel & Co,"Prinzenstr. 33,  Berlin",1901,1939,1941
Adolf Grünstein,"Prinzenstr. 34 I,  Berlin",1919,1941,
Briefumschlagfabrik Bach & Co GmbH,"Prinzenstr. 34,  Berlin",1928,1934,
Pluma Bettfedern GmbH,"Prinzenstr. 42,  Berlin",1926,1938,1940
Naumann Gutstadt,"Prinzenstr. 43,  Berlin",1914,1940,
L. Goldberg,"Prinzenstr. 45,  Berlin",1903,1941,
Grundstücksverwaltungsgesellschaft Ost-West GmbH,"Prinzenstr. 46,  Berlin",1926,1938,1939
Gustav Lustig,"Prinzenstr. 46/47,  Berlin",1904,1937,1938
Eugen Courant,"Prinzenstr. 59,  Berlin",1901,,1941
Georg Leffkowitz,"Prinzenstr. 67,  Berlin",1919,1938,
Normannia Handelsauskunftei und Inkassobureau Julius Stein,"Prinzenstr. 71,  Berlin",1905,1937,
"Geschwister Gutmann GmbH, Zweigniederlassung Berlin","Prinzenstr. 81,  Berlin",1927,1933,
Paul Ehrhard,"Prinzenstr. 91,  Berlin",1917,,1941
W. Mewes Inh. I. Ball,"Prinzenstr. 98,  Berlin",1910,1939,1940
Paul Joachim,"Prinzenstr. 98,  Berlin",1919,,
Rudi Schlesinger,"Prinzessinenstr.  19,  Berlin",,,
Gebr. Emmerich,"Prinzessinnenstr. 19,  Berlin",1920,1939,1939
Ismar Schlesinger Buchdruckerei,"Prinzessinnenstr. 19,  Berlin",1925,1934,
Walter Guttmann,"Prinzessinnenstr. 20,  Berlin",1923,1936,
Lippmann GmbH Lampenfabrik,"Prinzessinnenstr. 21,  Berlin",1931,1939,
Max Jacoby jr.,"Prinzessinnenstr. 21,  Berlin",1902,1941,
Adolf Lemchen & Günther,"Prinzessinnenstr. 26,  Berlin",1902,1939,
Barconia Schaufensterplakate - Dekorationspapiere Erna Rosenberg,"Prinzessinnenstr. 26,  Berlin",1931,1940,
Die Heißmangel,"Prinzregentenstr.  11,  Berlin",,,
Betty Hutschnecker,"Prinzregentenstr.  19,  Berlin",,,
Betty Leyser,"Prinzregentenstr.  75,  Berlin",,,
Sonja Dreisiuk,"Prinzregentenstr.  76,  Berlin",,,
Adolf Privin,"Prinzregentenstr. 1,  Berlin",1936,1938,1940
Havelländische Grundstücksverwertungsgesellschaft mbH,"Prinzregentenstr. 1,  Berlin",1920,1938,
Julius Rapp,"Prinzregentenstr. 10,  Berlin",1922,1937,
Emil Münz & Comp.,"Prinzregentenstr. 68,  Berlin",1922,1936,
Max Tubin,"Prinzregentenstr. 7,  Berlin",1933,1940,
Victor Teichmann,"Prinzregentenstr. 77,  Berlin",1931,1939,
E. Fabian,"Prinzregentenstr. 80,  Berlin",1902,1937,
Heinrich Finkelstein,"Prinzregentenstr. 86,  Berlin",1924,1940,
"Vedesfa, Verkaufsgemeinschaft deutscher Eisen- und Stahlwarenfabriken GmbH","Prinzregentenstr. 89,  Berlin",1929,1934,
Paul Sonnenfeld,"Prinzregentenstr. 9,  Berlin",1926,1937,
"Alfred Schönberg, Bahnen für Schmal- und Normalspur","Prinzregentenstr. 9,  Berlin",1934,1939,
Bassinger & Co,"Prinzregentenstr. 95,  Berlin",1915,,1934
Druckfarben-GmbH,"Privatstraße an der Ringbahn 9,  Berlin",1926,1938,
A. & H. Bukofzer,"Probststr. 10/11,  Berlin",1922,1939,1939
Elias Bernstein Tabakwaren,"Prüßstr. 30,  Berlin",1931,1936,1939
Stark & Co,"Pücklerstr. 11,  Berlin",1935,1940,
Wena Stanzbetrieb und Lederwarenherstellung Georg Simon,"Pücklerstr. 41,  Berlin",1912,1940,
Jaromir Herz,"Putbusser Str.  7,  Berlin",,,
Richard Nawratzki Nord-West-Garage,"Quitzowstr. 1,  Berlin",1929,1938,
Otto Handl & Co,"Quitzowstr. 121,  Berlin",1938,1938,
Bardinet AG,"Quitzowstr. 137,  Berlin",1923,1938,
George Broche,"Quitzowstr. 137,  Berlin",1824,1939,
Reinhold Staudemeyer,"Quitzowstr. 44,  Berlin",1904,1940,
Elie Salzmann,"Raabestr. 8,  Berlin",1920,1940,
Spichernstraße Grundstücksgesellschaft mbH,"Ranke Str. 14,  Berlin",1919,,
Kalman Cohn,"Rankestr.  24,  Berlin",,,
Bötzow-Bräustübl GmbH,"Rankestr. 1,  Berlin",1933,1934,
Berthold Apelbaum,"Rankestr. 1,  Berlin",1932,1935,
Moritz Schloß Bankcommissionsgeschäft,"Rankestr. 17,  Berlin",1924,1936,
Brennstoffvertrieb Südost (Wilhelm Urban) GmbH,"Rankestr. 17,  Berlin",1934,1939,
Oscar Goldschmidt,"Rankestr. 18,  Berlin",1901,1939,
F. & O. Export Lumber Co GmbH,"Rankestr. 21,  Berlin",1913,1938,
Friedlaender & Oliven,"Rankestr. 21,  Berlin",1903,1940,
Karlsbader Mineralwasserversendung Löbel Schottländer Vertriebsgesellschaft mbH,"Rankestr. 21,  Berlin",1930,1939,
"Hauer, Würzburger & Co KGaA","Rankestr. 23,  Berlin",1923,1932,
F. O. Schultz,"Rankestr. 25,  Berlin",1900,1937,
Orion Grundstücks-AG,"Rankestr. 27,  Berlin",1922,1937,
Verlag für Staatswissenschaften und Geschichte GmbH,"Rankestr. 28,  Berlin",1933,1938,1940
Hetra Gesellschaft für Hebezeuge u. Transportgeräte Erich Bloch u. Co,"Rankestr. 28,  Berlin",1930,1936,1939
Grodka & Co,"Rankestr. 28,  Berlin",1930,1940,
Siegfried Cohn,"Rankestr. 31/32,  Berlin",1922,1935,
Restaurant Moustafa Ciro GmbH,"Rankestr. 31/32,  Berlin",1932,1939,
Alberti Schallplatten Vertriebs-GmbH,"Rankestr. 34,  Berlin",1933,1938,1938
Michel Chalfon Cigarren Cigaretten engros Vertrieb,"Rankestr. 34,  Berlin",1914,1938,
Behrendt & Co Immobilien und Vermietungen,"Rankestr. 36,  Berlin",1935,1939,
Prager & Ansorge,"Rankestr. 36,  Berlin",1906,1939,
Hugo Riesenfeld,"Rankestr. 6,  Berlin",1900,1933,
"Schürzen-Fiege, OHG","Raschdorff-Str. 2,  Berlin",1935,1939,
"Blumenreich, Artur","Raschdorffstr. 22,  Berlin",,,
Gerhard Mamlok,"Rastenburger Str. 1,  Berlin",1932,1939,
Berthold Philippson,"Rastenburger Str. 23,  Berlin",1919,1939,1940
Hugo Adler,"Rathenower Str 30,  Berlin",1937,1938,1940
Bernhard Arenstein,"Rathenower Str.  24,  Berlin",,,
Gustav Reinke,"Rathenower Str.  5,  Berlin",,,
Nord-West-Apotheke Dr. Louis Mottek,"Rathenower Str. 26,  Berlin",1903,1938,
Hermann Gornick Nachf.,"Rathenower Str. 58,  Berlin",1904,1937,
I. Kleinmann,"Rauchstr. Ecke Goldstr.,  Berlin",1922,1938,1939
Siegmund Wasserberg,"Raumerstr.  17,  Berlin",,,
James Schlesinger,"Raupachstr.  16,  Berlin",,,
Bruno Pollack,"Raupachstr.  7,  Berlin",,,
Adolf Rosenau & Co,"Raupachstr. 12,  Berlin",1900,1940,
Josef Fleischer,"Raupachstr. 12,  Berlin",1911,1940,
S. Gabriel jr.,"Raupachstr. 13,  Berlin",1900,1939,
Willy Bragenheim,"Ravenéstr.  3,  Berlin",,,
Moses Zweig,"Ravenéstr. 11,  Berlin",1923,1931,
M. Oberzimmer,"Ravensberger Str. 5,  Berlin",1937,1938,1940
Walther Kettner GmbH,"Ravensberger Str. 5,  Berlin",1928,1940,
Dr. Oskar u. Paula Guttmann,"Regensburger Str.  23,  Berlin",,,
Fanny Wasserreich,"Regensburger Str.  25,  Berlin",,,
Harry Cohn,"Regensburger Str.  28,  Berlin",,,
Wilhelm Steinlein,"Regensburger Str.  4,  Berlin",,,
Union Annaberg Passementerie GmbH,"Regensburger Str. 13,  Berlin",1900,1939,1940
Rosenberg & Gaßmann,"Regensburger Str. 13,  Berlin",1926,1937,
Hausverwertungsgesellschaft Pragereck mbH,"Regensburger Str. 25a,  Berlin",1921,1937,1938
Georg Korn,"Regensburger Str. 26,  Berlin",1909,1938,
A. Spörer & Co,"Regensburger Str. 27,  Berlin",1916,1939,
Leo Mondry,"Regensburger Str. 32,  Berlin",1909,1935,
Benno Belgard,"Regensburgerstr. 25,  Berlin",1907,1940,
Hermann Pieck,"Regensburgerstr. 27,  Berlin",1937,1940,
Curt Landsberg,"Regentenstr. 20,  Berlin",1907,1936,
Berliner Rollgesellschaft mbH,"Reichenberger Str. ,  Berlin",1932,1936,
L. Lubitz-W.Hartmann,"Reichenberger Str. 104,  Berlin",1902,1940,
Kullak & Levy,"Reichenberger Str. 108,  Berlin",1902,1938,
Berthold Kuttner,"Reichenberger Str. 14,  Berlin",1903,1939,1939
Elisabeth-Apotheke Dr. Emil Klemann,"Reichenberger Str. 142,  Berlin",1902,1933,
Optisch mechanische Fabrik Steindorff & Co,"Reichenberger Str. 142,  Berlin",1920,,
Emmaus Apotheke und Medicinal Drogenhaus Adolf Boas,"Reichenberger Str. 150,  Berlin",1902,1936,
Laboratorium Reumella Adolf Boas,"Reichenberger Str. 150,  Berlin",1923,,
"Silberstein & Co, Möbeltransport","Reichenberger Str. 154,  Berlin",1936,1941,1941
Internationales Speditions-Bureau Georg Silberstein & Co,"Reichenberger Str. 154,  Berlin",1902,1936,1939
L. Kaufmann,"Reichenberger Str. 154,  Berlin",1922,1939,
Gustav Japha,"Reichenberger Str. 155,  Berlin",1925,1938,
F. Groh GmbH,"Reichenberger Str. 156,  Berlin",1933,,
Krepp-Papier-Fabrik Moritz Nelken,"Reichenberger Str. 156,  Berlin",1921,,
Max Breslauer,"Reichenberger Str. 160,  Berlin",1926,1938,
Allgemeine Börsenzeitung Mylius Löwenstern,"Reichenberger Str. 36,  Berlin",1904,1936,
H. & H. Nesselstrauß,"Reichenberger Str. 53,  Berlin",1920,1938,1940
Georg Bukofzer,"Reichenberger Str. 65,  Berlin",1914,1938,1938
Jaroslaw's Erste Glimmerwaaren-Fabrik in Berlin,"Reichenberger Str. 79/80,  Berlin",1900,1938,1940
Selmar Bayer,"Reichenberger Str. 79/80,  Berlin",1900,1933,
Gesellschaft für elektrische Isolierungen GmbH,"Reichenberger Str. 79/80,  Berlin",1920,,
Mica-Haus GmbH,"Reichenberger Str. 79/80,  Berlin",1921,,
M. Loewenstern,"Reichenberger Str. 86,  Berlin",1904,1937,
Friedrich Bardeleben Tinten- und Siegellackfabrikation,"Reichenberger Str. 96,  Berlin",1918,1938,
Markel Friedmann,"Reichensteinerweg 32,  Berlin",1937,1938,
Berlinische Verlagsanstalt GmbH,"Reichspietschufer 76,  Berlin",1903,1933,1937
J. Cynamon,"Reichsstr.  21,  Berlin",,,
J. Gradhandt,"Reichsstr.  64,  Berlin",,,
Steyer & Co GmbH,"Reichsstr. 1,  Berlin",1927,1940,
Siegfried Hirschberg,"Reichsstr. 2,  Berlin",1906,1938,1939
van Dam & Co,"Reichsstr. 35,  Berlin",1922,1938,1939
Reichs-Apotheke Leonhard Krause,"Reichsstr. 82,  Berlin",1930,1936,
Richard Marsop,"Reichstagsufer 1,  Berlin",1921,1937,
Gebrüder Hirschler,"Reichstagsufer 1,  Berlin",1872,,
Rhenania-Kunheim Chemische Fabriken GmbH,"Reichstagsufer 10,  Berlin",1928,1932,1934
Leopold Markus,"Reichstr.  83,  Berlin",,,
"Emil A. Bopst, Baugesellschaft mbH","Reichstr. 24/26,  Berlin",1937-07,1938,1920
Rudolf M. Faust,"Reinerzstr. 39,  Berlin",1900,1938,
Herbert Ragowski ( Rogowski),"Reinickendorfer Str.  103,  Berlin",,,
Adolf Tauber,"Reinickendorfer Str.  50,  Berlin",,,
Bruno Bernstein,"Reinickendorfer Str. ,  Berlin",,,
Adler Apotheke am Weddingplatz Dr. Ludwig Busse,"Reinickendorfer Str. 1,  Berlin",1902,1936,
Bernhard Schaul,"Reinickendorfer Str. 103,  Berlin",1907,1938,
Paul Klein,"Reinickendorfer Str. 111,  Berlin",1902,1938,1938
Siegfried Markus,"Reinickendorfer Str. 121,  Berlin",1925,1939,1940
Isep Osthandelsgesellschaft mbH,"Reinickendorfer Str. 121,  Berlin",1923,1938,
M. Bratt & Co,"Reinickendorfer Str. 15,  Berlin",1932,1939,
Nettelbeck-Apotheke Franz Hartwig,"Reinickendorfer Str. 18,  Berlin",1901,1937,
Nachem Hirschowitz junior Inhaber Albert Bilewski,"Reinickendorfer Str. 18,  Berlin",1916,1939,
B. Wiener Gesellschaft mbH,"Reinickendorfer Str. 21,  Berlin",1934,1940,
Einheitspreis Wedding GmbH,"Reinickendorfer Str. 21,  Berlin",1932,1940,
Richard Gottschalk,"Reinickendorfer Str. 28,  Berlin",1917,1938,
Martin Markus,"Reinickendorfer Str. 30,  Berlin",1925,1939,
Richard Löwi,"Reinickendorfer Str. 33,  Berlin",1926,1939,
R. & S. Moses,"Reinickendorfer Str. 7/10,  Berlin",1902,1939,1941
Kaufhaus Moritz Unger,"Reinickendorfer Str. 92,  Berlin",1927,1938,1939
Der Strumpf für Alle A. Holzmann GmbH,"Reinickendorfer Str. 96,  Berlin",1933,1940,1940
E. A. Schwerdtfeger & Co AG,"Reinickendorfer Str. 96,  Berlin",1910,,
"Ernst Goldstücker, Export Commission & Agentur","Rembrandtstr. 20,  Berlin",1921,1940,
Samuel Elkeles,"Rennbahnstr. 22/23,  Berlin",1921,1938,
Residenz-Apotheke mit Drogenhandlung Dr. Hans Friedländer Apothekenbesitzer,"Residenzstr. 123,  Berlin",1903,1936,
Kurt Gumpert,"Retzbacher Weg  20,  Berlin",,,
Erste Rixdorfer Glühkörper-Fabrik Alschweig & Co,"Reuterstr. 34,  Berlin",1912,1940,
Leopold Zeisel,"Rheinsberger Str.  12,  Berlin",,,
Gänse-Verwertungs-GmbH,"Rheinsberger Str. 13,  Berlin",1929,1935,
Dr. Maß-Neumann,"Rheinstr.  65,  Berlin",,,
Gertrud Adler,"Rheinstr. 12,  Berlin",1925,1938,1939
Der schlichte Laden Goldschmidt-Cohn und Fischel,"Rheinstr. 18,  Berlin",,,
Alexander Levy,"Rheinstr. 3,  Berlin",1933,1937,
Valencia Siegmund Arndt,"Rheinstr. 35,  Berlin",1929,1938,1939
Kaufhaus Friedenau Oskar Goldstein,"Rheinstr. 48,  Berlin",1911,1932,
Kleiderstoffe Espe GmbH,"Rheinstr. 49,  Berlin",1931,1939,
Oscar Wolff,"Rheinstr. 52,  Berlin",1919,1939,
Ernst Spiegel,"Richard-Wagner-Platz  4,  Berlin",,,
Bierhaus 3 Inh. Alfred Lipke,"Richard-Wagner-Platz 1,  Berlin",1937,1940,
Heinrich Opitz,"Richard-Wagner-Str. 1,  Berlin",1922,1939,
Abraham Ball,"Richthofenstr. 7,  Berlin",1916,1935,
Carl Badrian,"Riehlstr. 19,  Berlin",1937,,1941
Adolf Kuttner,"Riehlstr. 7,  Berlin",1934,1940,
Meta Fuhrmann,"Rigaer Str.  70,  Berlin",,,
"Neopon, Fabrik chemisch-pharmazeutischer Präparate, Inhaber Apotheker Alfred Hirschfeld","Rigaer Str. 17,  Berlin",1912,1938,1939
Max Neumann Verisana-Kosmetik,"Rigaer Str. 38,  Berlin",1932,1935,
Gamaschenfabrikation Samuel Jacob,"Rigaer Str. 56,  Berlin",1922,1941,
Rob. Seelisch,"Rigaer Str. 71/73,  Berlin",1903,1938,1940
J. Kristan GmbH,"Ringbahnstr. 36,  Berlin",1917,1933,
Schapiro & Elsner,"Ringbahnstr. 36,  Berlin",1929,1938,
Roth-Büchner GmbH,"Ringbahnstr. 4,  Berlin",1938,,
Littmann & Co,"Ringbahnstr. 8/10,  Berlin",1916,1941,
Jacques Littmann,"Ringbahnstr. 8/10,  Berlin",1916,,
Alcophor. GmbH,"Ringsstr 42,  Berlin",1928,1933,
Auguste Braß,"Ringstr.  35,  Berlin",,,
Pohly & Marcus,"Ringstr. 36,  Berlin",1911,1939,
Max Blumenau,"Ringstr. 42/43,  Berlin",1914,1937,
Ludwig Nehab,"Ringstr. 45,  Berlin",1902,1936,
"Arthur Geibel, Diplom-Kaufmann","Ringstr. 45,  Berlin",1938,,
Gustav Salomon,"Ringstr. 47,  Berlin",1900,1940,
Siegmund Heymann Polstermöbelfabrik,"Rittergutstr. 130,  Berlin",1904,1940,
Prodonta Grundstücks-Verwaltungs-GmbH,"Rittergutstr. 130,  Berlin",1922,1937,
Schokoladen- und Zuckerwarenfabrik Venetia,"Rittergutstr. 33/34,  Berlin",1919,1938,
"S. Schlesinger, Agentur und Kommission","Ritterstr 87,  Berlin",1902,1939,
Bernhard Loewenberg,"Ritterstr.  108,  Berlin",,,
Max Wolffsky,"Ritterstr.  11,  Berlin",,,
S. Pukasz,"Ritterstr.  11,  Berlin",,,
Kurt Gruber,"Ritterstr.  21,  Berlin",,,
Georg Tichauer,"Ritterstr.  84,  Berlin",,,
Fulgo Export GmbH,"Ritterstr. ,  Berlin",1923,1938,1944
Heinrich Abrahamsohn Kunstverlag,"Ritterstr. 101,  Berlin",1920,1937,
Joseph Jankelowitz,"Ritterstr. 103,  Berlin",1930,1939,1939
Robert Flatow,"Ritterstr. 104,  Berlin",1937,1940,
S. Selo & Co,"Ritterstr. 104,  Berlin",1919,1941,
Alexanderbasar GmbH,"Ritterstr. 11,  Berlin",1926,1936,1937
Deutsche Grundbesitz-AG,"Ritterstr. 11,  Berlin",1922,1939,
Mineralölgesellschaft Alfred Cohn und Söhne GmbH,"Ritterstr. 11,  Berlin",1931,1939,
Eterna Billard-Gesellschaft Flörsheimer & Co,"Ritterstr. 11,  Berlin",1928,1940,
AG für Grundstücksbeteiligungen,"Ritterstr. 11,  Berlin",1925,,
Der Soda-Syphon GmbH,"Ritterstr. 11,  Berlin",1933,,
Hugo Singermann Nachf.,"Ritterstr. 111,  Berlin",1933,1938,1940
Rieß & Osenberg,"Ritterstr. 111,  Berlin",1900,1937,
G. Krantz & Co,"Ritterstr. 111,  Berlin",1902,1938,
Rieß & Osenberg & Co GmbH,"Ritterstr. 111,  Berlin",1924,,
Lesser Baruch,"Ritterstr. 114,  Berlin",1913,1938,
S. Roeder,"Ritterstr. 123,  Berlin",1900,1939,1940
F. Kayser & Co,"Ritterstr. 125,  Berlin",1921,1938,
A. Chill & Co,"Ritterstr. 126, Berlin",1921,1938,
Frahan Grundstücksgesellschaft mbH,"Ritterstr. 18,  Berlin",1921,1937,
Pyrophor-Feuerzeug-Fabrik GmbH,"Ritterstr. 23,  Berlin",1920,1938,1939
Leopold Seeligmann,"Ritterstr. 23,  Berlin",1901,1938,
Gebrüder Senft,"Ritterstr. 23,  Berlin",1923,1939,
Siegfried Weinbaum,"Ritterstr. 24,  Berlin",1903,1937,
Salomon Kindermann,"Ritterstr. 24,  Berlin",1928,1940,
Ison Marcus,"Ritterstr. 27,  Berlin",1903,1939,
Leo Taterka,"Ritterstr. 30a,  Berlin",1919,1938,
Felix Bütow,"Ritterstr. 30b,  Berlin",1926,1941,
H. Wilhelm Abel junior GmbH,"Ritterstr. 31,  Berlin",1923,1939,1939
Deutsche Metall Industrie A. S. Auerbach,"Ritterstr. 33,  Berlin",1903,1934,
Hugo Krolik & Wolf,"Ritterstr. 33,  Berlin",1903,1938,
Josef Jacobowitz,"Ritterstr. 33,  Berlin",1934,1940,
Max Herrscher,"Ritterstr. 33,  Berlin",1936,1940,
Leonhard Elkan Musterlager der Firma Ernst Wahlitz Turn-Teplitz-Wien,"Ritterstr. 35,  Berlin",1912,1935,
Eheyco-Werkstatt Ernst Katzenstein,"Ritterstr. 35,  Berlin",1925,1938,
Felix Schachnow,"Ritterstr. 36,  Berlin",1937,1937,1939
Joseph Jastrow,"Ritterstr. 36,  Berlin",1923,1938,1939
"R. Frister AG, Zweigniederlassung (in) Oberschöneweide","Ritterstr. 36,  Berlin",1906,1932,
R. Frister AG,"Ritterstr. 36,  Berlin",1906,1933,
Oscar Bruck,"Ritterstr. 36,  Berlin",1938,1938,
Poppert & Co,"Ritterstr. 38,  Berlin",1928,1939,
Boas Weißbarth,"Ritterstr. 40,  Berlin",1908,,
Berliner Electro-Plated Waren-Fabrik GmbH,"Ritterstr. 41,  Berlin",1933,1938,1938
Henry Dresel & Co GmbH,"Ritterstr. 41,  Berlin",1922,1933,
Julius Saenger,"Ritterstr. 41,  Berlin",1921,1939,
Berliner Electro-Plated-Waren-Fabrik Siegmar Lewy,"Ritterstr. 41,  Berlin",1916,1940,
Chemisch-pharmazeutische Fabrik Ruko Dr. Rudolf Kohn,"Ritterstr. 42/43,  Berlin",1930,1938,
Gustav Kochmann,"Ritterstr. 42/43,  Berlin",1916,1939,
Ulrich Weinberg & Co,"Ritterstr. 42/43,  Berlin",1904,1939,
J. Prochownik,"Ritterstr. 45,  Berlin",1901,1938,1938
"Hecht, Pfeiffer & Co GmbH","Ritterstr. 45,  Berlin",1937,,
Phönix-Fabrik Walter Behrens & Co,"Ritterstr. 45/46,  Berlin",1920,1939,
Hermann Brandes & Co,"Ritterstr. 46/47,  Berlin",1901,1939,1939
Leo R. Dambitsch,"Ritterstr. 46/47,  Berlin",1916,1939,
Markendorf & Ackermann,"Ritterstr. 47/48,  Berlin",1901,1938,1941
Glas- und Steingut-Vertriebsgesellschaft mbH,"Ritterstr. 48 II,  Berlin",1924,1939,
Fürst & Hoeft,"Ritterstr. 48,  Berlin",1917,1938,
Erich Schneider,"Ritterstr. 5,  Berlin",1920,1939,
Deutsche Kassenblock GmbH,"Ritterstr. 50,  Berlin",1910,1939,1939
Otto Neuhaus und Co GmbH,"Ritterstr. 52,  Berlin",1933,1939,
Waldemar Strauß,"Ritterstr. 52,  Berlin",1920,1939,
Julius Hartmann,"Ritterstr. 54,  Berlin",1910,1940,
Jacques Kuschnitzky,"Ritterstr. 54,  Berlin",1903,1941,
Max Ordo,"Ritterstr. 55,  Berlin",1928,1941,
Martin Langer,"Ritterstr. 57,  Berlin",1938,1939,
Wiener & Friedländer,"Ritterstr. 59,  Berlin",1900,1936,
H. Wolff & Co,"Ritterstr. 59,  Berlin",1901,1937,
Rosenthal & Schäde,"Ritterstr. 59,  Berlin",1904,1937,
G. Meyer & Co,"Ritterstr. 63,  Berlin",1919,1940,
Hugo Paradies,"Ritterstr. 63,  Berlin",1928,1940,
Hugo Heymann,"Ritterstr. 69,  Berlin",1920,1938,1944
Berliner Electro-Mechanische Werkstatt Moritz Mottek,"Ritterstr. 70,  Berlin",1912,1939,
Theodor Israel,"Ritterstr. 71,  Berlin",1902,1937,
Druckwerkstätte Eri GmbH,"Ritterstr. 71,  Berlin",1934,1940,
Rob. Hartmann & Neuhahn,"Ritterstr. 71,  Berlin",1904,1941,
Berliner Papierwaren Vertrieb Alfred Baer & Co,"Ritterstr. 71,  Berlin",1935,1942,
Gebrüder Schnitzer,"Ritterstr. 71,  Berlin",1900,,
Fritz Reisner,"Ritterstr. 72,  Berlin",1934,1938,1940
"Berliner Tapisserie-Fabrik Sprinz, Happ & Co","Ritterstr. 72,  Berlin",1914,1935,1936
Ludwig Scherk,"Ritterstr. 74,  Berlin",1906,1941,
Aerozon-Fabrik G. & B. Sternberg,"Ritterstr. 75,  Berlin",1910,1932,1935
Ernst Neufeld,"Ritterstr. 76,  Berlin",1901,1937,
Markus M. Bach,"Ritterstr. 76,  Berlin",1904,1938,
Bernhard B. Simon,"Ritterstr. 76,  Berlin",1902,1941,
August Brünell,"Ritterstr. 77/78,  Berlin",1930,1939,1939
Martin Guggenheim Fabrik für Beleuchtungsgegenstände AG,"Ritterstr. 77/78,  Berlin",1923,1932,1934
Berthold Zinn,"Ritterstr. 77/78,  Berlin",1901,1937,
Fabrikationsgesellschaft für Beleuchtungsgegenstände Guggenheim & Co mbH,"Ritterstr. 77/78,  Berlin",1932,1937,
M. Straus & Co,"Ritterstr. 77/78,  Berlin",1919,1938,
Lucie Blumberg,"Ritterstr. 77/78,  Berlin",1936,1939,
M. Michaelis & Co,"Ritterstr. 77/78,  Berlin",1909,1940,
Gebr. Wulff,"Ritterstr. 78,  Berlin",1902,1934,
Metallwarenfabrik AG vorm. Ed. Lachmann,"Ritterstr. 79,  Berlin",1920,1934,1936
Helena Grundstückserwerbsgesellschaft mbH,"Ritterstr. 80,  Berlin",1911,1939,1941
Ballnath & Stensch,"Ritterstr. 81,  Berlin",1913,1938,
H. Lippmann,"Ritterstr. 81,  Berlin",1901,1938,
Bronzewarenfabrik Robert Sachs,"Ritterstr. 81,  Berlin",1919,1939,
Union Fabrik pharmaceutischer Bedarfsartikel GmbH,"Ritterstr. 81,  Berlin",1903,1939,
Heymann Meyer,"Ritterstr. 83,  Berlin",1915,1939,
Alexander Heinrich,"Ritterstr. 84,  Berlin",1918,1939,
Richard Eloesser & Co GmbH,"Ritterstr. 85,  Berlin",1923,1936,1936
Alfred Stern GmbH,"Ritterstr. 85,  Berlin",1921,1934,
Otto Steiner Eisenwarenengros,"Ritterstr. 87,  Berlin",1919,1938,1940
Blindenwerkstatt Blindewa E. Langenkamp GmbH,"Ritterstr. 87,  Berlin",1933,1934,1935
Blindenwerkstatt Süd-West Gebr. Goldstein,"Ritterstr. 87,  Berlin",1927,1934,
M. Strauss,"Ritterstr. 87,  Berlin",1904,1937,
M. Taussig & Co,"Ritterstr. 87,  Berlin",1901,1938,
Gebr. Schachmann,"Ritterstr. 87,  Berlin",1921,1939,
Max Jonas,"Ritterstr. 88,  Berlin",1900,1939,1940
J. Moritz Rosenthal,"Ritterstr. 88,  Berlin",1904,1939,
Siegmund Schiller,"Ritterstr. 88,  Berlin",1902,1939,
Albina Grundstücks-Erwerbsgesellschaft mbH,"Ritterstr. 89,  Berlin",1928,1939,
Massary Zigarettenfabrik GmbH,"Ritterstr. 9/10,  Berlin",1927,1935,1936
A. Baum,"Ritterstr. 9/10,  Berlin",1904,1938,
S. Reich & Co,"Ritterstr. 90,  Berlin",1901,1933,
Adolf David,"Ritterstr. 90,  Berlin",1902,1940,
Albert Schön,"Ritterstr. 90,  Berlin",1904,1940,
Hugo Wasservogel,"Ritterstr. 90,  Berlin",1900,1940,
Erich Rosam,"Ritterstr. 92,  Berlin",1918,1934,
Aristola Walter Losch Radio- und Sprechmaschinen Großhandlung,"Ritterstr. 96,  Berlin",1936,1939,
Max M. Neumann,"Ritterstr. 99,  Berlin",1911,1936,
Isidor Koebner,"Rochstr. 1,  Berlin",1909,1936,
Linda Levy,"Rochstr. 15 = Zentralmarkthalle Stand 96,  Berlin",1902,1938,
I. Levy,"Rochstr. 15,  Berlin",1901,1937,
Delikatessen- und Conservenfabrik Delikafag AG,"Roederstr. 26,  Berlin",1923,1939,
Binnenländische Fischkonservenfabrik GmbH,"Roederstr. 26,  Berlin",1938,,
"Max Rosendorff, Konfektionswerkstatt für Damenröcke","Rognitzstr.  13,  Berlin",,,
Leopold Honig,"Romintener Str. 26,  Berlin",1903,1936,
"Vesta, Apparate- und Metallwarenfabrik GmbH","Romintener Str. 26,  Berlin",1901,1937,
Gasfernzündergesellschaft mbH,"Rominterner Str. 26,  Berlin",1920,1938,
Paul Boroschek,"Rönnebergstr. ,  Berlin",1926,1936,
"Vereinigte Portland-Zement- und Kalkwerke Schimischow, Sileisa und Frauendorf AG","Roonstr. 6,  Berlin",1895,1936,1937
Berdach & Co,"Roonstr. 8,  Berlin",1925,1937,
"L. Wolffberg, vormals Louis Hain","Roscherstr.  9,  Berlin",,,
Salo Baecker,"Roscherstr.  9,  Berlin",,,
Hermann Hirschfeld,"Roscherstr. 1,  Berlin",1904,1938,
Martin Koster,"Roscherstr. 16,  Berlin",1915,1938,1939
Steiner GmbH,"Roscherstr. 17,  Berlin",1921,,1932
