"business_name","Address","Founded / Registration Date","Erloschen / Took possesion","Expiration Date","category"
"Seesenerstraße Grundstücksverwaltungsgesellschaft mbH","Seesener Str. 67,  Berlin","1930","1939.0","1940.0","real estate"
"Autopol Chem. Fabrikation T. Fleischer & Co","Seesener Str. 8,  Berlin","1929","1932.0","","chemicals and pharmaceuticals"
"Adolf Salz & Co GmbH","Seestr. 12,  Berlin","1924","1937.0","","real estate"
"Kunststoff GmbH","Seestr. 20,  Berlin","1930","1938.0","","textiles and clothing"
"AMBI Lagerei und Handel-GmbH","Segelfliederdamm 27,  Berlin","1932","1939.0","","machines, motor vehicles & technical articles"
"Karl Weiß","Selchower Str. 25/26,  Berlin","1924","1941.0","","Nahrungs- und Genussmittel"
"Walter Ruttin","Sesenheimer Str. 7,  Berlin","1930","1939.0","","Nahrungs- und Genussmittel"
"Damenmäntel-Fabrikation Bruntsch","Seydelstr.  12,  Berlin","","","",""
"Siegfried Magnus","Seydelstr.  27,  Berlin","","","","jewelry and precious metals"
"Arthur Peck","Seydelstr. 1,  Berlin","1937","1939.0","1940.0","textiles and clothing"
"Alter Abramowitz","Seydelstr. 1,  Berlin","1928","1937.0","","textiles and clothing"
"Kiriacarbon Sigmund R. Kiriasefer","Seydelstr. 13,  Berlin","1937","","","paper and paper goods"
"Philipp Rosenberg","Seydelstr. 14,  Berlin","1906","1936.0","","textiles and clothing"
"Thega-Kontakt GmbH","Seydelstr. 14,  Berlin","1923","1938.0","","electrical goods"
"Kommandanten-Apotheke E. Taeschner","Seydelstr. 16,  Berlin","1900","1936.0","","pharmacies"
"Arnold Goldmann","Seydelstr. 16,  Berlin","1935","1938.0","","textiles and clothing"
"Albert Rosenthal & Co","Seydelstr. 17,  Berlin","1924","","","textiles and clothing"
"Müller & Gerechter GmbH","Seydelstr. 18,  Berlin","1920","1930.0","1932.0","textiles and clothing"
"Pulvermacher & Segall","Seydelstr. 23,  Berlin","1901","1939.0","","textiles and clothing"
"Walter Grunewald Textilvertretung","Seydelstr. 24,  Berlin","1934","1939.0","","textiles and clothing"
"Steinhardt's Kostümrock-Fabrik GmbH","Seydelstr. 27,  Berlin","1911","1932.0","","textiles and clothing"
"Fraenkel & Stroh","Seydelstr. 27,  Berlin","1902","1934.0","","publishing and printing"
"Steinhardt's Kostümrock-Fabrik Rosa Steinhardt","Seydelstr. 27,  Berlin","1934","1938.0","","textiles and clothing"
"A. Jacobsohn & Co","Seydelstr. 30,  Berlin","1902","1940.0","","Möbel"
"Emil Loeser","Seydelstr. 31,  Berlin","1930","1938.0","1940.0","textiles and clothing"
"Hotel Spittelmarkt Martha und Felix Michelsohn","Seydelstr. 31a,  Berlin","1901","1936.0","","restaurants"
"Daniel Lachmann","Seydelstr. 31a,  Berlin","1920","1939.0","","textiles and clothing"
"Arthur Fuß","Seydelstr. 32,  Berlin","1921","1938.0","","jewelry and precious metals"
"Max Wolff & Co GmbH","Seydelstr. 32,  Berlin","1930","1939.0","","paper and paper goods"
"Isak Wolf","Seydelstr. 32/33,  Berlin","1922","1938.0","1940.0","textiles and clothing"
"Kaumheimer & Aal","Seydelstr. 8/13,  Berlin","1904","1939.0","","jewelry and precious metals"
"Hermann Oppenheim junior","Seydelstr. 8/9,  Berlin","1912","1941.0","","textiles and clothing"
"J. Brisgelsky","Siegmundshof  12,  Berlin","","","","metals and metal goods"
"R. Brisgelsky","Siegmundshof  12,  Berlin","","","",""
"Feinkost Richter","Siegmundshof  22,  Berlin","","","","Nahrungs- und Genussmittel"
"Felske & Kantorowicz","Siegmundshof 15,  Berlin","1920","1937.0","","Nahrungs- und Genussmittel"
"Albula Grundstücksgesellschaft mbH","Siegmundshof 16,  Berlin","1920","","1940.0","real estate"
"Gebrüder Braude GmbH","Siegmundshof 16,  Berlin","1921","1937.0","","leather and shoes"
"Wilkes & Cie. Aachener Tuchindustrie","Siegmundshof 3,  Berlin","1928","1939.0","","textiles and clothing"
"Robert & Hugo Goldstein","Siegmundshof 6,  Berlin","1927","1939.0","1939.0","leather and shoes"
"Centrale für Melasseverwertung Alfred Lesser","Siegmundshof 6,  Berlin","1907","1938.0","","Nahrungs- und Genussmittel"
"J. H. Waßer","Siegmundshof 99,  Berlin","1901","1938.0","","banks and insurance"
"Fondant-Masse-Spezialfabrik Fritz Blumenreich","Siemensstr. 12,  Berlin","1935","1939.0","","Nahrungs- und Genussmittel"
"Tapetenfabrik Emil Liepmann","Siemensstr. 15,  Berlin","1901","1939.0","1940.0","Möbel"
"Alexander, Georg","Siemensstr. 48,  Berlin","","","","textiles and clothing"
"Julius Löwenthal","Siemensstr. 66,  Berlin","1920","1938.0","","banks and insurance"
"Heinrich Färber & Sohn","Siemensstr. 8,  Berlin","1922","1940.0","","Nahrungs- und Genussmittel"
"Arthur Kosterlitz","Sigmaringer Str. 20,  Berlin","1924","1938.0","1939.0","Nahrungs- und Genussmittel"
"Laboratorium Dr. Rossert GmbH","Simeonstr. 22,  Berlin","1926","1936.0","","chemicals and pharmaceuticals"
"Bernhard Francke","Skalitzer Str.  136,  Berlin","","","","publishing and printing"
"Kammerjägerei Girrolin","Skalitzer Str.  98,  Berlin","","","","chemicals and pharmaceuticals"
"Alfred Hirsch & Co","Skalitzer Str. 101,  Berlin","1912","1937.0","","metals and metal goods"
"Littauer & Boysen","Skalitzer Str. 104,  Berlin","1901","1938.0","","paper and paper goods"
"Wilhelm Schnurmacher & Sohn","Skalitzer Str. 108,  Berlin","1929","1941.0","","textiles and clothing"
"Ascher Meisner","Skalitzer Str. 117,  Berlin","1929","1939.0","","textiles and clothing"
"Jakob Kellner","Skalitzer Str. 130,  Berlin","1920","1940.0","","textiles and clothing"
"Ludwig Brann & Sohn vorm. E. Wagner Nachf.","Skalitzer Str. 137,  Berlin","1904","1939.0","","metals and metal goods"
"Moritz Hirschowitz","Skalitzer Str. 25,  Berlin","1908","1939.0","","Möbel"
"Moses Lowicki","Skalitzer Str. 30/31,  Berlin","1928","1939.0","1940.0","used goods"
"Metallfabrikate GmbH","Skalitzer Str. 33,  Berlin","1929","1933.0","","metals and metal goods"
"Oskar Presser Schrauben- und Metallwarenfabrik","Skalitzer Str. 34,  Berlin","1925","1937.0","","metals and metal goods"
"Chil Eilenberg","Skalitzer Str. 36,  Berlin","1922","","","Nahrungs- und Genussmittel"
"Robert Gerechter","Skalitzer Str. 46,  Berlin","1921","1936.0","","Nahrungs- und Genussmittel"
"Max Grebler","Solinger Str. 10,  Berlin","1930","1937.0","","textiles and clothing"
"Willy Mausolf","Solinger Str. 7,  Berlin","1925","1936.0","","Nahrungs- und Genussmittel"
"Rotholz & Berliner","Solinger Str. 9,  Berlin","1909","1940.0","","Nahrungs- und Genussmittel"
"Solms-Apotheke Inhaber Salo Keins","Solmsstr. 35,  Berlin","1903","1935.0","","pharmacies"
"Ludwig Born","Sommerstr. 2,  Berlin","1921","1938.0","","banks and insurance"
"Markus Riesel","Sommerstr. 82,  Berlin","1932","1933.0","","Nahrungs- und Genussmittel"
"Max Davidsohn Käse-Engros","Sonntagstr. 34,  Berlin","1912","1938.0","","Nahrungs- und Genussmittel"
"Siegfried Mamlok","Sonntagstr. 7,  Berlin","1925","1937.0","","textiles and clothing"
"Abraham Joost","Sophie-Charlotte-Str. 79,  Berlin","1938","","",""
"E. Mieschonz","Sophienstr.  19,  Berlin","","","","Möbel"
"Alb. B. Schlesinger","Sophienstr. 12,  Berlin","1900","1939.0","","textiles and clothing"
"Bach & Mahlow","Sophienstr. 32/33,  Berlin","1900","1939.0","","machines, motor vehicles & technical articles"
"Chaim Wahrhaftig Schuhwaren Engros","Sophienstr. 5,  Berlin","1936","1940.0","","leather and shoes"
"Arthur Buchholz","Sophienstr. 66,  Berlin","1926","1936.0","","banks and insurance"
"Blinden-Bürstenwerkstätte Friedenau Moritz Rosenzweig","Sophienstr. 8,  Berlin","1924","1938.0","1938.0","household goods"
"Oskar Jonas","Spandau, Potsdamer Str.  51,  Berlin","","","",""
"Charlottenburger Westend-Apotheke am Spandauer Berg Ella Handschuhmacher","Spandauer Berg 10/12,  Berlin","1936","1936.0","","pharmacies"
"H. Pein","Spandauer Berg 31,  Berlin","1900","1939.0","","metals and metal goods"
"Fischer & Wolff","Spandauer Str. 10,  Berlin","1900","1933.0","1939.0","Möbel"
"Kaufmann & Goldschmidt","Spandauer Str. 10,  Berlin","1902","1937.0","","textiles and clothing"
"Berliner Hut- und Mützenvertrieb Israel & Co","Spandauer Str. 11,  Berlin","1926","1938.0","1945.0","textiles and clothing"
"Nomburg & Co","Spandauer Str. 11,  Berlin","1928","1939.0","1941.0","textiles and clothing"
"Paul Berliner & Co KG","Spandauer Str. 11,  Berlin","1935","1939.0","1939.0","textiles and clothing"
"Bernstein & Mayer","Spandauer Str. 11,  Berlin","1900","1938.0","1938.0","textiles and clothing"
"Gebrüder Rapaport","Spandauer Str. 11,  Berlin","1912","1937.0","","leather and shoes"
"Berthold Blumenau Webwaren-Ausrüstung","Spandauer Str. 11,  Berlin","1934","1938.0","","textiles and clothing"
"Deutscher Textilwaren Versand (Deutex) GmbH","Spandauer Str. 11,  Berlin","1931","1938.0","","textiles and clothing"
"Loewy & Kausch","Spandauer Str. 11,  Berlin","1937","1938.0","","textiles and clothing"
"J. Margoninsky","Spandauer Str. 11,  Berlin","1937","1939.0","","leather and shoes"
"Leopold Mendelsohn & Co GmbH","Spandauer Str. 11,  Berlin","1921","1939.0","","textiles and clothing"
"Oskar Müller Wäschefabrik","Spandauer Str. 11,  Berlin","1920","1939.0","","textiles and clothing"
"Richard Kayser","Spandauer Str. 11,  Berlin","1903","1939.0","","textiles and clothing"
"W. Abramczyk","Spandauer Str. 11,  Berlin","1902","1940.0","","textiles and clothing"
"Max Klein & Co","Spandauer Str. 12,  Berlin","1920","1938.0","1939.0","textiles and clothing"
"Lloyd Gummimäntel GmbH","Spandauer Str. 12,  Berlin","1923","1932.0","1933.0","textiles and clothing"
"Sally Lindemann","Spandauer Str. 12,  Berlin","1918","1930.0","1932.0","textiles and clothing"
"Max Elkan","Spandauer Str. 12,  Berlin","1902","1937.0","","textiles and clothing"
"Sigmund Wolff","Spandauer Str. 12,  Berlin","1923","1939.0","","textiles and clothing"
"Gebrüder Harlam Herrenkleiderfabrik","Spandauer Str. 12,  Berlin","1940","","","textiles and clothing"
"N. Israel","Spandauer Str. 16,  Berlin","1815","1938.0","1939.0","retail shops and department stores"
"Simon's Apotheke","Spandauer Str. 17,  Berlin","1901","1936.0","","pharmacies"
"Willi Sinasohn & Co","Spandauer Str. 17,  Berlin","1920","1940.0","","textiles and clothing"
"Gebrüder Pincus","Spandauer Str. 17/19,  Berlin","1926","1939.0","","textiles and clothing"
"Vereinigte Herren- und Sportkleiderfabrik GmbH u. Co","Spandauer Str. 18,  Berlin","1922","1938.0","1938.0","textiles and clothing"
"Gebrüder Koh & Comp.","Spandauer Str. 18,  Berlin","1929","","1940.0","textiles and clothing"
"Ivan Schönfeld & Co","Spandauer Str. 18,  Berlin","1903","1935.0","","textiles and clothing"
"S. Abraham Teppiche und Gardinen","Spandauer Str. 18,  Berlin","1900","1937.0","","Möbel"
"Emil Unger","Spandauer Str. 19,  Berlin","1908","1939.0","","paper and paper goods"
"J. Metz & Co","Spandauer Str. 19,  Berlin","1915","1939.0","","textiles and clothing"
"Arthur Meißner","Spandauer Str. 19,  Berlin","1936","1940.0","","other"
"Versandhaus Fritz Nürnberg","Spandauer Str. 19,  Berlin","1933","","","retail shops and department stores"
"James Löwenstein","Spandauer Str. 2,  Berlin","1904","1936.0","","textiles and clothing"
"Lord-Krawatten Bernhard Berenhaut","Spandauer Str. 21,  Berlin","1932","1939.0","","textiles and clothing"
"Elias Urbach","Spandauer Str. 22,  Berlin","1928","1937.0","","textiles and clothing"
"H. & J. Friedlaender","Spandauer Str. 23,  Berlin","1901","1939.0","","textiles and clothing"
"Julius Seifer Pelzwarenhaus","Spandauer Str. 25,  Berlin","1930","1938.0","1938.0","textiles and clothing"
"Hermann Hirsch Nachf.","Spandauer Str. 26,  Berlin","1900","1938.0","","Möbel"
"Joelsohn & Smolinsky","Spandauer Str. 27,  Berlin","1920","1930.0","1937.0","textiles and clothing"
"Bruno Kaufmann","Spandauer Str. 27,  Berlin","1926","1930.0","1931.0","textiles and clothing"
"Teppich-Haus Zentrum Siegfried Moses","Spandauer Str. 28,  Berlin","1932","1938.0","1939.0","Möbel"
"Bernhard Bromberger","Spandauer Str. 28,  Berlin","1922","1939.0","","textiles and clothing"
"Ernst Dannenbaum","Spandauer Str. 28,  Berlin","1930","1939.0","","textiles and clothing"
"Jacques Zimmt","Spandauer Str. 28,  Berlin","1933","1939.0","","leather and shoes"
"Josef Elias","Spandauer Str. 28,  Berlin","1931","1939.0","","leather and shoes"
"Louis Hirsch & Söhne","Spandauer Str. 28,  Berlin","1922","1939.0","","Möbel"
"M. Juda & Co GmbH","Spandauer Str. 28,  Berlin","1923","1939.0","","textiles and clothing"
"Benno Grodszinsky","Spandauer Str. 28,  Berlin","1936","1940.0","","textiles and clothing"
"Fritz Wolff & Co KG","Spandauer Str. 28,  Berlin","1935","1940.0","","textiles and clothing"
"Berliner Herren- und Knabenkleider-Fabrik GmbH vormals Max Davidsohn & Co - Willy Hammerschmidt & Co","Spandauer Str. 28,  Berlin","1929","1936.0","","textiles and clothing"
"S. Tichauer & Co","Spandauer Str. 29,  Berlin","1926","1939.0","1940.0","textiles and clothing"
"Mentheim Silberstein","Spandauer Str. 29,  Berlin","1932","1938.0","1939.0","textiles and clothing"
"Herzog & Co","Spandauer Str. 29,  Berlin","1928","1936.0","","textiles and clothing"
"Herbert Altmann","Spandauer Str. 29,  Berlin","1919","1939.0","","textiles and clothing"
"Hugo Becker","Spandauer Str. 29,  Berlin","1934","1939.0","","textiles and clothing"
"Kurt Hahn","Spandauer Str. 29,  Berlin","1910","1939.0","","other"
"Berthold Jetter","Spandauer Str. 31,  Berlin","1901","1936.0","","metals and metal goods"
"Hermann Bursch","Spandauer Str. 32,  Berlin","1901","1938.0","1938.0","Möbel"
"Schlesinger & Davidsohn","Spandauer Str. 32,  Berlin","1928","1937.0","","textiles and clothing"
"Bernhard Krisch","Spandauer Str. 32,  Berlin","1903","1938.0","","textiles and clothing"
"Teppich-Bursch Kirchhoff und Nürnberg GmbH","Spandauer Str. 32,  Berlin","1938","1938.0","","Möbel"
"Paul Hamm & Co","Spandauer Str. 36,  Berlin","1922","1938.0","1940.0","textiles and clothing"
"Siegmund Hirschmann","Spandauer Str. 36,  Berlin","1907","1939.0","1939.0","textiles and clothing"
"Arbeiterhemden-Vertriebs-GmbH","Spandauer Str. 36,  Berlin","1923","1931.0","","textiles and clothing"
"Charlotten-Apotheke Carl Ruegenberg","Spandauer Str. 36,  Berlin","1909","1936.0","","pharmacies"
"Deutsche Wäsche Elsabe Julius Bernstein","Spandauer Str. 36,  Berlin","1931","1939.0","","textiles and clothing"
"Fritz Messow, Wollgarn- und Strumpfgroßhandel","Spandauer Str. 36,  Berlin","1935","1939.0","","textiles and clothing"
"Gustav Lewin","Spandauer Str. 36,  Berlin","1909","1939.0","","textiles and clothing"
"Marie Lindenstädt Nachf.","Spandauer Str. 36,  Berlin","1937","1939.0","","textiles and clothing"
"Max Wertheim Agenturgeschäft","Spandauer Str. 36,  Berlin","1904","1939.0","","textiles and clothing"
"Paul Blumenthal & Co","Spandauer Str. 37,  Berlin","1901","1940.0","","retail shops and department stores"
"Aquatite AG","Spandauer Str. 37,  Berlin","1926","","","textiles and clothing"
"Vereinigte Deckenfabriken Adolph Ostberg & Siegfried Blochert","Spandauer Str. 38,  Berlin","1919","1939.0","1941.0","textiles and clothing"
"Benno Sonnenfeld","Spandauer Str. 38,  Berlin","1900","1937.0","","textiles and clothing"
"Gustav & Heinrich Jacoby","Spandauer Str. 38,  Berlin","1900","1939.0","","textiles and clothing"
"Hans Rosenblum","Spandauer Str. 38,  Berlin","1914","1939.0","","leather and shoes"
"Louis Groß","Spandauer Str. 39,  Berlin","1901","1940.0","1944.0","leather and shoes"
"M. Mayer & Wolf","Spandauer Str. 39,  Berlin","1902","1937.0","","textiles and clothing"
"H. Markuse & Sohn","Spandauer Str. 39,  Berlin","1910","1938.0","","textiles and clothing"
"Max Friedländer","Spandauer Str. 39,  Berlin","1901","1939.0","","textiles and clothing"
"Michaels & Panthauer","Spandauer Str. 39,  Berlin","1904","1939.0","","textiles and clothing"
"Neumark & Baer GmbH","Spandauer Str. 4,  Berlin","1923","1937.0","1938.0","textiles and clothing"
"Fraenkel & Mosé","Spandauer Str. 4,  Berlin","1918","1934.0","","textiles and clothing"
"Salomon Leschkowitz","Spandauer Str. 4,  Berlin","1937","1940.0","","textiles and clothing"
"Bernhard Hadra Apotheke z. weißen Schwan Fabrik chem. pharm. Praeparate Drogen und Chemikalien en gros","Spandauer Str. 40,  Berlin","1900","1935.0","","pharmacies"
"Leopold Feigenbaum","Spandauer Str. 40/42,  Berlin","1913","1942.0","","metals and metal goods"
"Leopold Spitzer Geflügel-Import-GmbH","Spandauer Str. 41,  Berlin","1929","1935.0","1937.0","Nahrungs- und Genussmittel"
"Mode-König Paul Hamm","Spandauer Str. 41,  Berlin","1929","1932.0","","textiles and clothing"
"Marx & Sündermann","Spandauer Str. 41,  Berlin","1923","1936.0","","banks and insurance"
"Benas Levy","Spandauer Str. 41,  Berlin","1902","1939.0","","textiles and clothing"
"H. Meyer Nachf.","Spandauer Str. 41,  Berlin","1900","1939.0","","paper and paper goods"
"Hugo Herrmann & Co","Spandauer Str. 41,  Berlin","1901","1939.0","","textiles and clothing"
"Weiß & Co","Spandauer Str. 42,  Berlin","1910","1938.0","","textiles and clothing"
"Kupferberg & Pinkus","Spandauer Str. 42,  Berlin","1909","1940.0","","leather and shoes"
"Anton Keller & Co","Spandauer Str. 5,  Berlin","1924","1938.0","1938.0","textiles and clothing"
"Gebrüder Kubatzki","Spandauer Str. 5,  Berlin","1905","1938.0","","textiles and clothing"
"Gebr. Heinrich Nachf.","Spandauer Str. 5,  Berlin","1914","1939.0","","textiles and clothing"
"Leopold Kaufmann Schürzen- & Kinder-Konfektion","Spandauer Str. 5,  Berlin","1925","1939.0","","textiles and clothing"
"Niederlage auswärtiger Lederfabriken Fritz Löwenstein","Spandauer Str. 5,  Berlin","1936","1939.0","","leather and shoes"
"Rosenthal & Tobias","Spandauer Str. 57,  Berlin","1899","1937.0","1943.0","textiles and clothing"
"Julius Caminer Berliner Leibchenhosen-Fabrik","Spandauer Str. 6,  Berlin","1923","1939.0","","textiles and clothing"
"M. Hartenheim Nachf. Inh. Max Meyer","Spandauer Str. 64,  Berlin","1901","1939.0","","retail shops and department stores"
"Jubelski & Co, Herren- und Knabenkleiderfabrikation GmbH","Spandauer Str. 7,  Berlin","1932","1939.0","1939.0","textiles and clothing"
"M. Pauly","Spandauer Str. 7,  Berlin","1903","1939.0","","textiles and clothing"
"M. Seefeld & Co","Spandauer Str. 7,  Berlin","1919","1939.0","","textiles and clothing"
"Moritz & Korn","Spandauer Str. 7,  Berlin","1900","1939.0","","paper and paper goods"
"Paul Mannheim","Spandauer Str. 9,  Berlin","1900","1939.0","","textiles and clothing"
"Heimann Jacobowski","Späthstr. 31,  Berlin","1938","","","leather and shoes"
"Roh-Putz- und Bettfedern Engros, Import- und Export-GmbH","Spenerstr. 11,  Berlin","1924","1937.0","1940.0","textiles and clothing"
